Federal Provider Number,Provider Name,Provider Address,Provider City,Provider State,Provider Zip Code,Role played by Owner or Manager in Facility,Owner Type,Owner Name,Ownership Percentage,Association Date,Location,Processing Date
335680,EDDY MEMORIAL GERIATRIC CENTER,2256 BURDETT AVENUE,TROY,NY,12180,DIRECTOR,Individual,"KEEGAN, MICHAEL",NOT APPLICABLE,since 10/01/2011,"2256 BURDETT AVENUE,TROY,NY,12180",44228
335680,EDDY MEMORIAL GERIATRIC CENTER,2256 BURDETT AVENUE,TROY,NY,12180,DIRECTOR,Individual,"LANG, JOHN",NOT APPLICABLE,since 10/01/2011,"2256 BURDETT AVENUE,TROY,NY,12180",44228
335680,EDDY MEMORIAL GERIATRIC CENTER,2256 BURDETT AVENUE,TROY,NY,12180,DIRECTOR,Individual,"LOGIUDICE, MARY ANN",NOT APPLICABLE,since 01/28/2016,"2256 BURDETT AVENUE,TROY,NY,12180",44228
335680,EDDY MEMORIAL GERIATRIC CENTER,2256 BURDETT AVENUE,TROY,NY,12180,DIRECTOR,Individual,"MASSRY, I. NORMAN",NOT APPLICABLE,since 10/01/2011,"2256 BURDETT AVENUE,TROY,NY,12180",44228
335680,EDDY MEMORIAL GERIATRIC CENTER,2256 BURDETT AVENUE,TROY,NY,12180,DIRECTOR,Individual,"MCCORMICK, ROBERT",NOT APPLICABLE,since 01/01/2015,"2256 BURDETT AVENUE,TROY,NY,12180",44228
335680,EDDY MEMORIAL GERIATRIC CENTER,2256 BURDETT AVENUE,TROY,NY,12180,DIRECTOR,Individual,"NATWIN, KATHLEEN",NOT APPLICABLE,since 10/01/2011,"2256 BURDETT AVENUE,TROY,NY,12180",44228
335680,EDDY MEMORIAL GERIATRIC CENTER,2256 BURDETT AVENUE,TROY,NY,12180,DIRECTOR,Individual,"POWELL, CURTIS",NOT APPLICABLE,since 10/01/2011,"2256 BURDETT AVENUE,TROY,NY,12180",44228
335680,EDDY MEMORIAL GERIATRIC CENTER,2256 BURDETT AVENUE,TROY,NY,12180,DIRECTOR,Individual,"REED, JAMES",NOT APPLICABLE,since 10/01/2011,"2256 BURDETT AVENUE,TROY,NY,12180",44228
335680,EDDY MEMORIAL GERIATRIC CENTER,2256 BURDETT AVENUE,TROY,NY,12180,DIRECTOR,Individual,"SANDERS, ALAN",NOT APPLICABLE,since 10/01/2011,"2256 BURDETT AVENUE,TROY,NY,12180",44228
335680,EDDY MEMORIAL GERIATRIC CENTER,2256 BURDETT AVENUE,TROY,NY,12180,DIRECTOR,Individual,"SLAVIN, JAMES",NOT APPLICABLE,since 10/01/2011,"2256 BURDETT AVENUE,TROY,NY,12180",44228
335680,EDDY MEMORIAL GERIATRIC CENTER,2256 BURDETT AVENUE,TROY,NY,12180,DIRECTOR,Individual,"SWIDLER, ROBERT",NOT APPLICABLE,since 01/01/2016,"2256 BURDETT AVENUE,TROY,NY,12180",44228
335680,EDDY MEMORIAL GERIATRIC CENTER,2256 BURDETT AVENUE,TROY,NY,12180,DIRECTOR,Individual,"THORN, LISA",NOT APPLICABLE,since 10/01/2011,"2256 BURDETT AVENUE,TROY,NY,12180",44228
335680,EDDY MEMORIAL GERIATRIC CENTER,2256 BURDETT AVENUE,TROY,NY,12180,DIRECTOR,Individual,"YOUNG, PETER",NOT APPLICABLE,since 01/01/2007,"2256 BURDETT AVENUE,TROY,NY,12180",44228
335680,EDDY MEMORIAL GERIATRIC CENTER,2256 BURDETT AVENUE,TROY,NY,12180,OFFICER,Individual,"KEEGAN, MICHAEL",NOT APPLICABLE,since 10/01/2011,"2256 BURDETT AVENUE,TROY,NY,12180",44228
335680,EDDY MEMORIAL GERIATRIC CENTER,2256 BURDETT AVENUE,TROY,NY,12180,OFFICER,Individual,"SIGNOR, KRISTIN",NOT APPLICABLE,since 04/01/2017,"2256 BURDETT AVENUE,TROY,NY,12180",44228
335680,EDDY MEMORIAL GERIATRIC CENTER,2256 BURDETT AVENUE,TROY,NY,12180,MANAGING EMPLOYEE,Individual,"SIGNOR, KRISTIN",NOT APPLICABLE,since 04/01/2017,"2256 BURDETT AVENUE,TROY,NY,12180",44228
335680,EDDY MEMORIAL GERIATRIC CENTER,2256 BURDETT AVENUE,TROY,NY,12180,MANAGING EMPLOYEE,Individual,"YOUNG, PETER",NOT APPLICABLE,since 01/01/2007,"2256 BURDETT AVENUE,TROY,NY,12180",44228
335681,EAST NECK NURSING & REHABILITATION CENTER,134 GREAT EAST NECK ROAD,WEST BABYLON,NY,11704,5% OR GREATER DIRECT OWNERSHIP INTEREST,Individual,"BANGER, LISA",0.07,since 02/01/2005,"134 GREAT EAST NECK ROAD,WEST BABYLON,NY,11704",44228
335681,EAST NECK NURSING & REHABILITATION CENTER,134 GREAT EAST NECK ROAD,WEST BABYLON,NY,11704,5% OR GREATER DIRECT OWNERSHIP INTEREST,Individual,"CARILLO, JOSEPH",0.27,since 02/01/2005,"134 GREAT EAST NECK ROAD,WEST BABYLON,NY,11704",44228
335681,EAST NECK NURSING & REHABILITATION CENTER,134 GREAT EAST NECK ROAD,WEST BABYLON,NY,11704,5% OR GREATER DIRECT OWNERSHIP INTEREST,Individual,"CARILLO, ROBERT",0.07,since 02/01/2005,"134 GREAT EAST NECK ROAD,WEST BABYLON,NY,11704",44228
335681,EAST NECK NURSING & REHABILITATION CENTER,134 GREAT EAST NECK ROAD,WEST BABYLON,NY,11704,5% OR GREATER DIRECT OWNERSHIP INTEREST,Individual,"DEBENEDICTIS, PASQUALE",0.15,since 02/01/2005,"134 GREAT EAST NECK ROAD,WEST BABYLON,NY,11704",44228
335681,EAST NECK NURSING & REHABILITATION CENTER,134 GREAT EAST NECK ROAD,WEST BABYLON,NY,11704,5% OR GREATER DIRECT OWNERSHIP INTEREST,Individual,"OSTREICHER, DVORA",0.3,since 02/01/2005,"134 GREAT EAST NECK ROAD,WEST BABYLON,NY,11704",44228
335681,EAST NECK NURSING & REHABILITATION CENTER,134 GREAT EAST NECK ROAD,WEST BABYLON,NY,11704,5% OR GREATER DIRECT OWNERSHIP INTEREST,Individual,"SOLOVEY, ALEXANDER",0.15,since 02/01/2005,"134 GREAT EAST NECK ROAD,WEST BABYLON,NY,11704",44228
335681,EAST NECK NURSING & REHABILITATION CENTER,134 GREAT EAST NECK ROAD,WEST BABYLON,NY,11704,PARTNERSHIP INTEREST,Individual,"BANGER, LISA",NOT APPLICABLE,since 02/01/2005,"134 GREAT EAST NECK ROAD,WEST BABYLON,NY,11704",44228
335681,EAST NECK NURSING & REHABILITATION CENTER,134 GREAT EAST NECK ROAD,WEST BABYLON,NY,11704,PARTNERSHIP INTEREST,Individual,"CARILLO, JOSEPH",NOT APPLICABLE,since 02/01/2005,"134 GREAT EAST NECK ROAD,WEST BABYLON,NY,11704",44228
335681,EAST NECK NURSING & REHABILITATION CENTER,134 GREAT EAST NECK ROAD,WEST BABYLON,NY,11704,PARTNERSHIP INTEREST,Individual,"CARILLO, ROBERT",NOT APPLICABLE,since 02/01/2005,"134 GREAT EAST NECK ROAD,WEST BABYLON,NY,11704",44228
335681,EAST NECK NURSING & REHABILITATION CENTER,134 GREAT EAST NECK ROAD,WEST BABYLON,NY,11704,PARTNERSHIP INTEREST,Individual,"DEBENEDICTIS, PASQUALE",NOT APPLICABLE,since 02/01/2005,"134 GREAT EAST NECK ROAD,WEST BABYLON,NY,11704",44228
335681,EAST NECK NURSING & REHABILITATION CENTER,134 GREAT EAST NECK ROAD,WEST BABYLON,NY,11704,PARTNERSHIP INTEREST,Individual,"OSTREICHER, DVORA",NOT APPLICABLE,since 02/01/2005,"134 GREAT EAST NECK ROAD,WEST BABYLON,NY,11704",44228
335681,EAST NECK NURSING & REHABILITATION CENTER,134 GREAT EAST NECK ROAD,WEST BABYLON,NY,11704,PARTNERSHIP INTEREST,Individual,"SOLOVEY, ALEXANDER",NOT APPLICABLE,since 02/01/2005,"134 GREAT EAST NECK ROAD,WEST BABYLON,NY,11704",44228
335681,EAST NECK NURSING & REHABILITATION CENTER,134 GREAT EAST NECK ROAD,WEST BABYLON,NY,11704,OPERATIONAL/MANAGERIAL CONTROL,Individual,"DEROSA, ANTHONY",NOT APPLICABLE,since 08/06/2007,"134 GREAT EAST NECK ROAD,WEST BABYLON,NY,11704",44228
335681,EAST NECK NURSING & REHABILITATION CENTER,134 GREAT EAST NECK ROAD,WEST BABYLON,NY,11704,MANAGING EMPLOYEE,Individual,"DEBENEDICTIS, PASQUALE",NOT APPLICABLE,since 02/01/2005,"134 GREAT EAST NECK ROAD,WEST BABYLON,NY,11704",44228
335682,BEACH GARDENS REHAB AND NURSING CENTER,17 11 BROOKHAVEN AVENUE,FAR ROCKAWAY,NY,11691,5% OR GREATER DIRECT OWNERSHIP INTEREST,Individual,"FRIEDMAN, LEOPOLD",0.2,since 06/06/2012,"17 11 BROOKHAVEN AVENUE,FAR ROCKAWAY,NY,11691",44228
335682,BEACH GARDENS REHAB AND NURSING CENTER,17 11 BROOKHAVEN AVENUE,FAR ROCKAWAY,NY,11691,5% OR GREATER DIRECT OWNERSHIP INTEREST,Individual,"MELNICKE, MICHAEL",0.8,since 06/06/2012,"17 11 BROOKHAVEN AVENUE,FAR ROCKAWAY,NY,11691",44228
335682,BEACH GARDENS REHAB AND NURSING CENTER,17 11 BROOKHAVEN AVENUE,FAR ROCKAWAY,NY,11691,OPERATIONAL/MANAGERIAL CONTROL,Individual,"SCHUCK, ROBERT",NOT APPLICABLE,since 10/01/2014,"17 11 BROOKHAVEN AVENUE,FAR ROCKAWAY,NY,11691",44228
335682,BEACH GARDENS REHAB AND NURSING CENTER,17 11 BROOKHAVEN AVENUE,FAR ROCKAWAY,NY,11691,OFFICER,Individual,"FRIEDMAN, LEOPOLD",NOT APPLICABLE,since 06/06/2012,"17 11 BROOKHAVEN AVENUE,FAR ROCKAWAY,NY,11691",44228
335682,BEACH GARDENS REHAB AND NURSING CENTER,17 11 BROOKHAVEN AVENUE,FAR ROCKAWAY,NY,11691,OFFICER,Individual,"MELNICKE, MICHAEL",NOT APPLICABLE,since 06/06/2012,"17 11 BROOKHAVEN AVENUE,FAR ROCKAWAY,NY,11691",44228
335683,ABSOLUT CTR FOR NURSING & REHAB WESTFIELD L L C,26 CASS STREET,WESTFIELD,NY,14787,5% OR GREATER DIRECT OWNERSHIP INTEREST,Organization,"ABSOLUT FACILITIES MANAGEMENT, LLC",0.54,since 06/07/2007,"26 CASS STREET,WESTFIELD,NY,14787",44228
335683,ABSOLUT CTR FOR NURSING & REHAB WESTFIELD L L C,26 CASS STREET,WESTFIELD,NY,14787,5% OR GREATER DIRECT OWNERSHIP INTEREST,Individual,"SHERMAN, ISRAEL",0.45,since 06/07/2007,"26 CASS STREET,WESTFIELD,NY,14787",44228
335683,ABSOLUT CTR FOR NURSING & REHAB WESTFIELD L L C,26 CASS STREET,WESTFIELD,NY,14787,PARTNERSHIP INTEREST,Individual,"SHERMAN, SAMUEL",NOT APPLICABLE,since 06/07/2007,"26 CASS STREET,WESTFIELD,NY,14787",44228
335683,ABSOLUT CTR FOR NURSING & REHAB WESTFIELD L L C,26 CASS STREET,WESTFIELD,NY,14787,MANAGING EMPLOYEE,Individual,"HOPKINS, THOMAS",NOT APPLICABLE,since 08/14/2018,"26 CASS STREET,WESTFIELD,NY,14787",44228
335684,SAPPHIRE NURSING AND REHAB AT GOSHEN,46 HARRIMAN DRIVE,GOSHEN,NY,10924,5% OR GREATER DIRECT OWNERSHIP INTEREST,Organization,GOSHEN OPERATIONS LLC,1,since 09/01/2017,"46 HARRIMAN DRIVE,GOSHEN,NY,10924",44228
335684,SAPPHIRE NURSING AND REHAB AT GOSHEN,46 HARRIMAN DRIVE,GOSHEN,NY,10924,5% OR GREATER INDIRECT OWNERSHIP INTEREST,Individual,"ABRAMCZYK, MACHLA",0.2,since 09/01/2017,"46 HARRIMAN DRIVE,GOSHEN,NY,10924",44228
335684,SAPPHIRE NURSING AND REHAB AT GOSHEN,46 HARRIMAN DRIVE,GOSHEN,NY,10924,5% OR GREATER INDIRECT OWNERSHIP INTEREST,Individual,"LANDA, ESTHER",0.33,since 09/01/2017,"46 HARRIMAN DRIVE,GOSHEN,NY,10924",44228
335684,SAPPHIRE NURSING AND REHAB AT GOSHEN,46 HARRIMAN DRIVE,GOSHEN,NY,10924,5% OR GREATER INDIRECT OWNERSHIP INTEREST,Individual,"PLATSCHEK, RICHARD",0.33,since 09/01/2017,"46 HARRIMAN DRIVE,GOSHEN,NY,10924",44228
335684,SAPPHIRE NURSING AND REHAB AT GOSHEN,46 HARRIMAN DRIVE,GOSHEN,NY,10924,5% OR GREATER INDIRECT OWNERSHIP INTEREST,Individual,"SCHUCK, ROBERT",0.13,since 09/01/2017,"46 HARRIMAN DRIVE,GOSHEN,NY,10924",44228
335684,SAPPHIRE NURSING AND REHAB AT GOSHEN,46 HARRIMAN DRIVE,GOSHEN,NY,10924,OPERATIONAL/MANAGERIAL CONTROL,Individual,"PLATSCHEK, RICHARD",NOT APPLICABLE,since 09/01/2017,"46 HARRIMAN DRIVE,GOSHEN,NY,10924",44228
335685,PALATINE NURSING HOME,154  LAFAYETTE STREET,PALATINE BRIDGE,NY,13428,5% OR GREATER DIRECT OWNERSHIP INTEREST,Individual,"MASTROPIERRO, COSIMO",1,since 10/01/2013,"154  LAFAYETTE STREET,PALATINE BRIDGE,NY,13428",44228
335685,PALATINE NURSING HOME,154  LAFAYETTE STREET,PALATINE BRIDGE,NY,13428,MANAGING EMPLOYEE,Individual,"BROWN, LAUREN",NOT APPLICABLE,since 05/09/2016,"154  LAFAYETTE STREET,PALATINE BRIDGE,NY,13428",44228
335687,SALEM HILLS REHABILITATION AND NURSING CENTER,539 ROUTE 22,PURDYS,NY,10578,5% OR GREATER DIRECT OWNERSHIP INTEREST,Individual,"JOZEFOVIC, LIZER",0.7,since 07/07/2003,"539 ROUTE 22,PURDYS,NY,10578",44228
335687,SALEM HILLS REHABILITATION AND NURSING CENTER,539 ROUTE 22,PURDYS,NY,10578,5% OR GREATER DIRECT OWNERSHIP INTEREST,Individual,"NEUMAN, MARK",0.2,since 07/07/2003,"539 ROUTE 22,PURDYS,NY,10578",44228
335687,SALEM HILLS REHABILITATION AND NURSING CENTER,539 ROUTE 22,PURDYS,NY,10578,5% OR GREATER DIRECT OWNERSHIP INTEREST,Individual,"SINGER, BARUCH",0.1,since 12/07/2011,"539 ROUTE 22,PURDYS,NY,10578",44228
335687,SALEM HILLS REHABILITATION AND NURSING CENTER,539 ROUTE 22,PURDYS,NY,10578,OFFICER,Individual,"JOZEFOVIC, LIZER",NOT APPLICABLE,since 07/07/2003,"539 ROUTE 22,PURDYS,NY,10578",44228
335687,SALEM HILLS REHABILITATION AND NURSING CENTER,539 ROUTE 22,PURDYS,NY,10578,OFFICER,Individual,"NEUMAN, MARK",NOT APPLICABLE,since 07/07/2003,"539 ROUTE 22,PURDYS,NY,10578",44228
335687,SALEM HILLS REHABILITATION AND NURSING CENTER,539 ROUTE 22,PURDYS,NY,10578,OFFICER,Individual,"SINGER, BARUCH",NOT APPLICABLE,since 12/07/2011,"539 ROUTE 22,PURDYS,NY,10578",44228
335687,SALEM HILLS REHABILITATION AND NURSING CENTER,539 ROUTE 22,PURDYS,NY,10578,MANAGING EMPLOYEE,Individual,"BRENNAN, MAURA",NOT APPLICABLE,since 10/26/2017,"539 ROUTE 22,PURDYS,NY,10578",44228
335687,SALEM HILLS REHABILITATION AND NURSING CENTER,539 ROUTE 22,PURDYS,NY,10578,MANAGING EMPLOYEE,Individual,"JOZEFOVIC, LIZER",NOT APPLICABLE,since 07/07/2003,"539 ROUTE 22,PURDYS,NY,10578",44228
335688,PECONIC BAY SKILLED NURSING FACILITY,1300 ROANOKE AVENUE,RIVERHEAD,NY,11901,DIRECTOR,Individual,"ALESSI, MARC",NOT APPLICABLE,since 02/01/2012,"1300 ROANOKE AVENUE,RIVERHEAD,NY,11901",44228
335688,PECONIC BAY SKILLED NURSING FACILITY,1300 ROANOKE AVENUE,RIVERHEAD,NY,11901,DIRECTOR,Individual,"DEMPSEY, MICHAEL",NOT APPLICABLE,since 02/01/2012,"1300 ROANOKE AVENUE,RIVERHEAD,NY,11901",44228
335688,PECONIC BAY SKILLED NURSING FACILITY,1300 ROANOKE AVENUE,RIVERHEAD,NY,11901,DIRECTOR,Individual,"HUSZAGH, J GORDON",NOT APPLICABLE,since 02/01/2012,"1300 ROANOKE AVENUE,RIVERHEAD,NY,11901",44228
335688,PECONIC BAY SKILLED NURSING FACILITY,1300 ROANOKE AVENUE,RIVERHEAD,NY,11901,DIRECTOR,Individual,"ISRAEL, RICHARD",NOT APPLICABLE,since 02/01/2012,"1300 ROANOKE AVENUE,RIVERHEAD,NY,11901",44228
335688,PECONIC BAY SKILLED NURSING FACILITY,1300 ROANOKE AVENUE,RIVERHEAD,NY,11901,DIRECTOR,Individual,"LEVAN, JOAN",NOT APPLICABLE,since 02/01/2012,"1300 ROANOKE AVENUE,RIVERHEAD,NY,11901",44228
335688,PECONIC BAY SKILLED NURSING FACILITY,1300 ROANOKE AVENUE,RIVERHEAD,NY,11901,DIRECTOR,Individual,"MASSOUD, CHARLES",NOT APPLICABLE,since 02/01/2012,"1300 ROANOKE AVENUE,RIVERHEAD,NY,11901",44228
335688,PECONIC BAY SKILLED NURSING FACILITY,1300 ROANOKE AVENUE,RIVERHEAD,NY,11901,DIRECTOR,Individual,"MENDELSON, ANDREW",NOT APPLICABLE,since 02/01/2012,"1300 ROANOKE AVENUE,RIVERHEAD,NY,11901",44228
335688,PECONIC BAY SKILLED NURSING FACILITY,1300 ROANOKE AVENUE,RIVERHEAD,NY,11901,DIRECTOR,Individual,"MITCHELL, ANDREW",NOT APPLICABLE,since 02/01/2012,"1300 ROANOKE AVENUE,RIVERHEAD,NY,11901",44228
335688,PECONIC BAY SKILLED NURSING FACILITY,1300 ROANOKE AVENUE,RIVERHEAD,NY,11901,DIRECTOR,Individual,"MUSTO, RICHARD",NOT APPLICABLE,since 02/01/2012,"1300 ROANOKE AVENUE,RIVERHEAD,NY,11901",44228
335688,PECONIC BAY SKILLED NURSING FACILITY,1300 ROANOKE AVENUE,RIVERHEAD,NY,11901,DIRECTOR,Individual,"O DONNELL, MICHAEL",NOT APPLICABLE,since 01/01/2006,"1300 ROANOKE AVENUE,RIVERHEAD,NY,11901",44228
335688,PECONIC BAY SKILLED NURSING FACILITY,1300 ROANOKE AVENUE,RIVERHEAD,NY,11901,DIRECTOR,Individual,"OUZOUNIAN, STEPHEN",NOT APPLICABLE,since 02/01/2012,"1300 ROANOKE AVENUE,RIVERHEAD,NY,11901",44228
335688,PECONIC BAY SKILLED NURSING FACILITY,1300 ROANOKE AVENUE,RIVERHEAD,NY,11901,DIRECTOR,Individual,"PATTERSON, SHARON",NOT APPLICABLE,since 02/01/2012,"1300 ROANOKE AVENUE,RIVERHEAD,NY,11901",44228
335688,PECONIC BAY SKILLED NURSING FACILITY,1300 ROANOKE AVENUE,RIVERHEAD,NY,11901,DIRECTOR,Individual,"SHEREN, SCOTT",NOT APPLICABLE,since 02/01/2012,"1300 ROANOKE AVENUE,RIVERHEAD,NY,11901",44228
335688,PECONIC BAY SKILLED NURSING FACILITY,1300 ROANOKE AVENUE,RIVERHEAD,NY,11901,DIRECTOR,Individual,"ZINBERG, STANLEY",NOT APPLICABLE,since 02/01/2012,"1300 ROANOKE AVENUE,RIVERHEAD,NY,11901",44228
335688,PECONIC BAY SKILLED NURSING FACILITY,1300 ROANOKE AVENUE,RIVERHEAD,NY,11901,MANAGING EMPLOYEE,Individual,"O DONNELL, MICHAEL",NOT APPLICABLE,since 01/01/2006,"1300 ROANOKE AVENUE,RIVERHEAD,NY,11901",44228
335690,WHITE OAKS REHABILITATION AND NURSING CENTER,8565 JERICHO TURNPIKE,WOODBURY,NY,11797,5% OR GREATER DIRECT OWNERSHIP INTEREST,Individual,"WHITE, ELEANOR",0.49,since 01/01/1998,"8565 JERICHO TURNPIKE,WOODBURY,NY,11797",44228
335690,WHITE OAKS REHABILITATION AND NURSING CENTER,8565 JERICHO TURNPIKE,WOODBURY,NY,11797,5% OR GREATER DIRECT OWNERSHIP INTEREST,Individual,"WHITE, JEFFREY",0.51,since 01/01/1998,"8565 JERICHO TURNPIKE,WOODBURY,NY,11797",44228
335690,WHITE OAKS REHABILITATION AND NURSING CENTER,8565 JERICHO TURNPIKE,WOODBURY,NY,11797,PARTNERSHIP INTEREST,Individual,"WHITE, ELEANOR",NOT APPLICABLE,since 05/19/2005,"8565 JERICHO TURNPIKE,WOODBURY,NY,11797",44228
335690,WHITE OAKS REHABILITATION AND NURSING CENTER,8565 JERICHO TURNPIKE,WOODBURY,NY,11797,PARTNERSHIP INTEREST,Individual,"WHITE, JEFFREY",NOT APPLICABLE,since 05/19/2005,"8565 JERICHO TURNPIKE,WOODBURY,NY,11797",44228
335690,WHITE OAKS REHABILITATION AND NURSING CENTER,8565 JERICHO TURNPIKE,WOODBURY,NY,11797,MANAGING EMPLOYEE,Individual,"WHITE, ELEANOR",NOT APPLICABLE,since 01/01/1998,"8565 JERICHO TURNPIKE,WOODBURY,NY,11797",44228
335690,WHITE OAKS REHABILITATION AND NURSING CENTER,8565 JERICHO TURNPIKE,WOODBURY,NY,11797,MANAGING EMPLOYEE,Individual,"WHITE, JEFFREY",NOT APPLICABLE,since 01/01/1998,"8565 JERICHO TURNPIKE,WOODBURY,NY,11797",44228
335691,ELDERWOOD AT HORNELL,ONE BETHESDA DRIVE,HORNELL,NY,14843,5% OR GREATER DIRECT OWNERSHIP INTEREST,Organization,1 BETHESDA DRIVE OPERATING HOLDCO LLC,1,since 03/10/2015,"ONE BETHESDA DRIVE,HORNELL,NY,14843",44228
335691,ELDERWOOD AT HORNELL,ONE BETHESDA DRIVE,HORNELL,NY,14843,5% OR GREATER INDIRECT OWNERSHIP INTEREST,Individual,"COLE, WARREN",0.5,since 03/10/2015,"ONE BETHESDA DRIVE,HORNELL,NY,14843",44228
335691,ELDERWOOD AT HORNELL,ONE BETHESDA DRIVE,HORNELL,NY,14843,5% OR GREATER INDIRECT OWNERSHIP INTEREST,Individual,"RUBIN, JEFFREY",0.5,since 03/10/2015,"ONE BETHESDA DRIVE,HORNELL,NY,14843",44228
335691,ELDERWOOD AT HORNELL,ONE BETHESDA DRIVE,HORNELL,NY,14843,OPERATIONAL/MANAGERIAL CONTROL,Individual,"COLE, WARREN",NOT APPLICABLE,since 03/10/2015,"ONE BETHESDA DRIVE,HORNELL,NY,14843",44228
335691,ELDERWOOD AT HORNELL,ONE BETHESDA DRIVE,HORNELL,NY,14843,OPERATIONAL/MANAGERIAL CONTROL,Individual,"QUILLARD, PHILIP",NOT APPLICABLE,since 03/10/2015,"ONE BETHESDA DRIVE,HORNELL,NY,14843",44228
335691,ELDERWOOD AT HORNELL,ONE BETHESDA DRIVE,HORNELL,NY,14843,OPERATIONAL/MANAGERIAL CONTROL,Individual,"RUBIN, JEFFREY",NOT APPLICABLE,since 03/10/2015,"ONE BETHESDA DRIVE,HORNELL,NY,14843",44228
335691,ELDERWOOD AT HORNELL,ONE BETHESDA DRIVE,HORNELL,NY,14843,OFFICER,Individual,"COLE, WARREN",NOT APPLICABLE,since 03/10/2015,"ONE BETHESDA DRIVE,HORNELL,NY,14843",44228
335691,ELDERWOOD AT HORNELL,ONE BETHESDA DRIVE,HORNELL,NY,14843,OFFICER,Individual,"RUBIN, JEFFREY",NOT APPLICABLE,since 03/10/2015,"ONE BETHESDA DRIVE,HORNELL,NY,14843",44228
335691,ELDERWOOD AT HORNELL,ONE BETHESDA DRIVE,HORNELL,NY,14843,MANAGING EMPLOYEE,Individual,"NEAL, SABRINA",NOT APPLICABLE,since 05/10/2018,"ONE BETHESDA DRIVE,HORNELL,NY,14843",44228
335692,ST JOSEPHS PLACE,160 EAST MAIN STREET,PORT JERVIS,NY,12771,5% OR GREATER DIRECT OWNERSHIP INTEREST,Organization,"BON SECOURS CHARITY HEALTH SYSTEM, INC.",1,since 01/01/2000,"160 EAST MAIN STREET,PORT JERVIS,NY,12771",44228
335692,ST JOSEPHS PLACE,160 EAST MAIN STREET,PORT JERVIS,NY,12771,5% OR GREATER INDIRECT OWNERSHIP INTEREST,Organization,BON SECOURS MERCY HEALTH,0.4,since 05/18/2015,"160 EAST MAIN STREET,PORT JERVIS,NY,12771",44228
335692,ST JOSEPHS PLACE,160 EAST MAIN STREET,PORT JERVIS,NY,12771,5% OR GREATER INDIRECT OWNERSHIP INTEREST,Organization,WESTCHESTER MEDICAL CENTER HEALTH NETWORK,0.6,since 05/18/2015,"160 EAST MAIN STREET,PORT JERVIS,NY,12771",44228
335692,ST JOSEPHS PLACE,160 EAST MAIN STREET,PORT JERVIS,NY,12771,OPERATIONAL/MANAGERIAL CONTROL,Individual,"ISIDRO, MARIA",NOT APPLICABLE,since 04/24/2017,"160 EAST MAIN STREET,PORT JERVIS,NY,12771",44228
335692,ST JOSEPHS PLACE,160 EAST MAIN STREET,PORT JERVIS,NY,12771,DIRECTOR,Individual,"BRUDNICKI, GARY",NOT APPLICABLE,since 01/01/2017,"160 EAST MAIN STREET,PORT JERVIS,NY,12771",44228
335692,ST JOSEPHS PLACE,160 EAST MAIN STREET,PORT JERVIS,NY,12771,DIRECTOR,Individual,"DORMER, STEPHEN",NOT APPLICABLE,since 01/01/2017,"160 EAST MAIN STREET,PORT JERVIS,NY,12771",44228
335692,ST JOSEPHS PLACE,160 EAST MAIN STREET,PORT JERVIS,NY,12771,DIRECTOR,Individual,"EL-RAYESS, TAMER",NOT APPLICABLE,since 01/01/2017,"160 EAST MAIN STREET,PORT JERVIS,NY,12771",44228
335692,ST JOSEPHS PLACE,160 EAST MAIN STREET,PORT JERVIS,NY,12771,DIRECTOR,Individual,"GARRICK, RENEE",NOT APPLICABLE,since 01/01/2017,"160 EAST MAIN STREET,PORT JERVIS,NY,12771",44228
335692,ST JOSEPHS PLACE,160 EAST MAIN STREET,PORT JERVIS,NY,12771,DIRECTOR,Individual,"GEVERTZ, SUSAN",NOT APPLICABLE,since 01/01/2017,"160 EAST MAIN STREET,PORT JERVIS,NY,12771",44228
335692,ST JOSEPHS PLACE,160 EAST MAIN STREET,PORT JERVIS,NY,12771,DIRECTOR,Individual,"GITTRICH, ELISE",NOT APPLICABLE,since 01/01/2017,"160 EAST MAIN STREET,PORT JERVIS,NY,12771",44228
335692,ST JOSEPHS PLACE,160 EAST MAIN STREET,PORT JERVIS,NY,12771,DIRECTOR,Individual,"GRANNUM, SANDRA",NOT APPLICABLE,since 01/01/2017,"160 EAST MAIN STREET,PORT JERVIS,NY,12771",44228
335692,ST JOSEPHS PLACE,160 EAST MAIN STREET,PORT JERVIS,NY,12771,DIRECTOR,Individual,"HEIMERDINGER, JOHN",NOT APPLICABLE,since 01/01/2017,"160 EAST MAIN STREET,PORT JERVIS,NY,12771",44228
335692,ST JOSEPHS PLACE,160 EAST MAIN STREET,PORT JERVIS,NY,12771,DIRECTOR,Individual,"ISRAEL, MICHAEL",NOT APPLICABLE,since 01/01/2017,"160 EAST MAIN STREET,PORT JERVIS,NY,12771",44228
335692,ST JOSEPHS PLACE,160 EAST MAIN STREET,PORT JERVIS,NY,12771,DIRECTOR,Individual,"LEAHY, MARY",NOT APPLICABLE,since 09/01/2013,"160 EAST MAIN STREET,PORT JERVIS,NY,12771",44228
335692,ST JOSEPHS PLACE,160 EAST MAIN STREET,PORT JERVIS,NY,12771,DIRECTOR,Individual,"NANTZ, MARK",NOT APPLICABLE,since 01/01/2017,"160 EAST MAIN STREET,PORT JERVIS,NY,12771",44228
